 Country/Region,Brand,LMEsword Code ,Producer,Deliverable Shape,Warrant Issuance,Last Warrantable Date,Special Notes,material, Country/Region,LMEsword Code,Unnamed: 8,GRADES ,99.97,99.985,99.99,99.97.1,99.985.1,99.99.1,99.994,99.97.2,99.995
Saudi Arabia,YALMA,,Ma'aden Aluminium Company,"Ingots,T-bars",WARRANTABLE,,,High Grade Primary Aluminium,,YALMA,,,,,,,,,,,
Slovakia,SLOVALCO,,Slovalco a.s.,T-bars,WARRANTABLE,,,High Grade Primary Aluminium,,SLOVAL,,,,,,,,,,,
South Africa,HILLSIDE,,Hillside Aluminium,"Ingots,T-bars",WARRANTABLE,,,High Grade Primary Aluminium,,HILL,,,,,,,,,,,
Spain,ALCOA INESPAL AV,,Alcoa Inespal Aviles S.L.,"Ingots,Sows,T-bars",NO NEW WARRANTS CAN BE ISSUED,,,High Grade Primary Aluminium,,ALCO,,,,,,,,,,,
Spain,ALCOA-SC,,Alcoa Corporation,T-bars,WARRANTABLE,,,High Grade Primary Aluminium,,ALCSC,,,,,,,,,,,
UAE,DUBAL,,EGA Emirates Global Aluminium,"Ingots,Sows",WARRANTABLE,,,High Grade Primary Aluminium,,DUBAL,,,,,,,,,,,
UAE,EMAL,,EGA Emirates Global Aluminium,"Ingots,Sows,T-bars",WARRANTABLE,,,High Grade Primary Aluminium,,EMAL,,,,,,,,,,,
UK,LIBERTY BA,,Alvance British Aluminium Ltd.,Sows,WARRANTABLE,,,High Grade Primary Aluminium,,LIBBA,,,,,,,,,,,
USA,ALCOA,,Alcoa Corporation,Sows,WARRANTABLE,,Please refer to Notice 13 374,High Grade Primary Aluminium,,ALCOUS,,,,,,,,,,,
USA,CENTURY,,"Century Aluminum of Kentucky, G.P.",Sows,WARRANTABLE,,,High Grade Primary Aluminium,,CENT,,,,,,,,,,,
USA,INTALCO,,Alcoa Corporation,"Ingots,T-bars",NO NEW WARRANTS CAN BE ISSUED,,,High Grade Primary Aluminium,,INTALC,,,,,,,,,,,
USA,ME ALCOA,,"Alcoa, Inc.",Sows,NO NEW WARRANTS CAN BE ISSUED,,,High Grade Primary Aluminium,,MEAL,,,,,,,,,,,
USA,MT HOLLY,,Century Aluminum of South Carolina Inc.,"Ingots,T-bars",WARRANTABLE,,,High Grade Primary Aluminium,,MTHOLL,,,,,,,,,,,
USA,SEB,,Century Aluminum Sebree LLC,Sows,WARRANTABLE,,,High Grade Primary Aluminium,,SEB,,,,,,,,,,,
USA,WAR ALCOA,,Alcoa Corporation,Sows,WARRANTABLE,,,High Grade Primary Aluminium,,WAR,,,,,,,,,,,
USA,WE ALCOA,,"Alcoa, Inc.",Sows,NO NEW WARRANTS CAN BE ISSUED,,,High Grade Primary Aluminium,,WEAL,,,,,,,,,,,
Venezuela,VENALUM,,CVG Industria Venezolana de Aluminio CA,"Ingots,Sows",NO NEW WARRANTS CAN BE ISSUED,,,High Grade Primary Aluminium,,VENALU,,,,,,,,,,,
Intentionally blank,,,,,,,,High Grade Primary Aluminium,,,,,,,,,,,,,
Australia,PORTLAND,PORTAA,Alcoa Portland Aluminium Pty Ltd,Ingots,WARRANTABLE,,,Aluminium Alloy,,,,,,,,,,,,,
Australia,TOMAGO,TOMGAA,Tomago Aluminium Co Pty Ltd,Ingots,WARRANTABLE,,,Aluminium Alloy,,,,,,,,,,,,,
Canada,WABASH M,WAM,Real Alloy Canada Ltd.,"Ingots,Small sows",WARRANTABLE,,,Aluminium Alloy,,,,,,,,,,,,,
China,YECHIU TC,YETC,Ye Chiu Metal Recycling (China) Ltd.,Ingots,WARRANTABLE,,,Aluminium Alloy,,,,,,,,,,,,,
China,ZSM,ZSM,Zhangzhou Sigma Metals Inc.,Ingots,NO NEW WARRANTS CAN BE ISSUED,,,Aluminium Alloy,,,,,,,,,,,,,
Finland,K,K,Kuusakoski Oy,Ingots,WARRANTABLE,,,Aluminium Alloy,,,,,,,,,,,,,
France,REFINAL,REFINA,Refinal Industries SA,Ingots,WARRANTABLE,,,Aluminium Alloy,,,,,,,,,,,,,
Germany,MW,MW,TRIMET Aluminium SE,Ingots,WARRANTABLE,,,Aluminium Alloy,,,,,,,,,,,,,
Germany,OE,OE,Oetinger Aluminium NU GmbH,Ingots,WARRANTABLE,,,Aluminium Alloy,,,,,,,,,,,,,
Germany,TAG,TAG,TRIMET Aluminium SE,Ingots,WARRANTABLE,,,Aluminium Alloy,,,,,,,,,,,,,
Germany,VAWICC,VAWICA,Real Alloy (Germany) GbmH,Ingots,WARRANTABLE,,,Aluminium Alloy,,,,,,,,,,,,,
Germany,VAW-IMCO E,VAEAA,Real Alloy (Germany) GbmH,Ingots,WARRANTABLE,,,Aluminium Alloy,,,,,,,,,,,,,
Germany,VAW-IMCO Innwerk,VAWIAA,Real Alloy (Germany) GbmH,"Ingots,Large sows",WARRANTABLE,,,Aluminium Alloy,,,,,,,,,,,,,
Indonesia,HP,HP,P.T. H.P. Metals Indonesia,Ingots,WARRANTABLE,,,Aluminium Alloy,,,,,,,,,,,,,
Italy,FECS,FECSAA,FECS Partecipazioni S.p.A.,Ingots,WARRANTABLE,,,Aluminium Alloy,,,,,,,,,,,,,
Italy,R.M.,RM,Raffmetal S.p.A.,Ingots,WARRANTABLE,,,Aluminium Alloy,,,,,,,,,,,,,
Italy,SACAL,SACAL,Sacal Societa Alluminio Carisio S.p.A.,Ingots,WARRANTABLE,,,Aluminium Alloy,,,,,,,,,,,,,
Italy,VM,VMAA,Intals S.p.A.,Ingots,WARRANTABLE,,Produced after 21/08/2013,Aluminium Alloy,,,,,,,,,,,,,
Japan,AHRESTY,AHREST,Ahresty Corporation,Ingots,WARRANTABLE,,,Aluminium Alloy,,,,,,,,,,,,,
Malaysia,DIKM,DIKMAA,Daiki Aluminium Industry (Malaysia) Sdn. Bhd.,Ingots,NO NEW WARRANTS CAN BE ISSUED,,,Aluminium Alloy,,,,,,,,,,,,,
Malaysia,YE CHIU,YECHIU,Ye Chiu Metal Smelting Sdn. Bhd.,Ingots,WARRANTABLE,,,Aluminium Alloy,,,,,,,,,,,,,
Mexico,WABASH V,WAVA,Real Alloy Mexico S. DE R.L. DE C.V.,Ingots,WARRANTABLE,,,Aluminium Alloy,,,,,,,,,,,,,
Nigeria,SUPER,SUPER,Sun Metal Industries Ltd,Ingots,WARRANTABLE,,,Aluminium Alloy,,,,,,,,,,,,,
Russia,BMC,BMC,Russian Aluminium Alloys Ltd.,"Ingots,Large sows",NO NEW WARRANTS CAN BE ISSUED,,,Aluminium Alloy,,,,,,,,,,,,,
Russia,MK MBC,MKMBC,"""Mordovvtorsiryo"" LLC",Ingots,NO NEW WARRANTS CAN BE ISSUED,,,Aluminium Alloy,,,,,,,,,,,,,
Russia,PTM,PTM,Permtsvetmet JSC,"Ingots,Large sows",WARRANTABLE,,,Aluminium Alloy,,,,,,,,,,,,,
Russia,RUSAL B,RUSBAA,"Public Joint Stock Company ""RUSAL Bratsk Aluminium Smelter""","Ingots,T-bars",WARRANTABLE,,,Aluminium Alloy,,,,,,,,,,,,,
Russia,S,SAA,"SEAL & Co., Ltd","Ingots,Large sows",WARRANTABLE,,,Aluminium Alloy,,,,,,,,,,,,,
Spain,ALCASA,ALCAS,"Befesa Aluminio, S.L.",Ingots,WARRANTABLE,,,Aluminium Alloy,,,,,,,,,,,,,
Spain,ALUSIGMA,ALSUSAA,Alusigma S.A.,Ingots,WARRANTABLE,,,Aluminium Alloy,,,,,,,,,,,,,
Spain,LA ESTRELLA,LAEST,"Aluminio La Estrella, S.L.U.",Ingots,WARRANTABLE,,,Aluminium Alloy,,,,,,,,,,,,,
Spain,REFIAL,REFIAA,Refineria De Aluminio S.L,Ingots,WARRANTABLE,,,Aluminium Alloy,,,,,,,,,,,,,
Spain,REMETAL,REMETA,"Befesa Aluminio, S.L.",Ingots,WARRANTABLE,,,Aluminium Alloy,,,,,,,,,,,,,
Sweden,STENA A,STENAA,Stena Aluminium AB,Ingots,WARRANTABLE,,,Aluminium Alloy,,,,,,,,,,,,,
Taiwan,CC,CCAA,"Charng Chyi Aluminum Co., Ltd.",Ingots,WARRANTABLE,,,Aluminium Alloy,,,,,,,,,,,,,
Taiwan,SBI,SBI,Sigma Brothers Inc.,Ingots,WARRANTABLE,,,Aluminium Alloy,,,,,,,,,,,,,
Thailand,DIK,DIK,"Daiki Aluminium Industry (Thailand) Co., Ltd.",Ingots,NO NEW WARRANTS CAN BE ISSUED,,,Aluminium Alloy,,,,,,,,,,,,,
Ukraine,MZ,MZ,Mekhanicheskiy Zavod Ltd,Ingots,NO NEW WARRANTS CAN BE ISSUED,,,Aluminium Alloy,,,,,,,,,,,,,
Ukraine,URV,URV,"""TPK Ukrsplav "" Ltd",Ingots,NO NEW WARRANTS CAN BE ISSUED,,,Aluminium Alloy,,,,,,,,,,,,,
UK,CAL,CAL,Coleshill Aluminium Ltd,Ingots,WARRANTABLE,,,Aluminium Alloy,,,,,,,,,,,,,
UK,JBMI,JBMI,JBM International Ltd,Ingots,WARRANTABLE,,,Aluminium Alloy,,,,,,,,,,,,,
UK,M,M,Mil-Ver Metal Co Ltd,Ingots,WARRANTABLE,,,Aluminium Alloy,,,,,,,,,,,,,
USA,ALLIED METAL CO,ALLMTC,Allied Metal Co,Ingots,WARRANTABLE,,,Aluminium Alloy,,,,,,,,,,,,,
USA,AUDUBON,AUDU,Audubon Metals LLC,Ingots,WARRANTABLE,,,Aluminium Alloy,,,,,,,,,,,,,
USA,BERMCO,BERMCO,Bermco Aluminum,Ingots,WARRANTABLE,,,Aluminium Alloy,,,,,,,,,,,,,
USA,CASS,CASA,"Cass, Inc.",Ingots,WARRANTABLE,,,Aluminium Alloy,,,,,,,,,,,,,
USA,IMCO M,IMM,"Real Alloy Specification, LLC",Ingots,WARRANTABLE,,,Aluminium Alloy,,,,,,,,,,,,,
USA,IMCO M2,IMM2,"Real Alloy Specification, LLC","Ingots,Large sows",WARRANTABLE,,,Aluminium Alloy,,,,,,,,,,,,,
USA,LMI,LMI,"Custom Alloy Light Metals, Inc.","Ingots,Large sows",WARRANTABLE,,,Aluminium Alloy,,,,,,,,,,,,,
USA,OHA,OHAAA,Owl's Head Alloys Inc,"Ingots,Large sows",WARRANTABLE,,,Aluminium Alloy,,,,,,,,,,,,,
USA,SAC,SAC,Spectro Alloys Corp.,Ingots,WARRANTABLE,,,Aluminium Alloy,,,,,,,,,,,,,
USA,SMI,SMI,State Metal Industries Inc.,Ingots,WARRANTABLE,,,Aluminium Alloy,,,,,,,,,,,,,
USA,TIMCO,TIMCO,TST Inc.,"Ingots,Small sows",WARRANTABLE,,,Aluminium Alloy,,,,,,,,,,,,,
USA,WABASH W,WABASW,"Real Alloy Specification, LLC","Ingots,Large sows",WARRANTABLE,,,Aluminium Alloy,,,,,,,,,,,,,
USA,WE ALCOA,WEAA,"Alcoa, Inc.",Large sows,NO NEW WARRANTS CAN BE ISSUED,,,Aluminium Alloy,,,,,,,,,,,,,
Intentionally blank,,,,,,,,Aluminium Alloy,,,,,,,,,,,,,
Canada,ABCQ,ABCQNA,Alcoa Corporation,T-bars,WARRANTABLE,,,NASAAC,,,,,,,,,,,,,
Canada,ABI,ABINA,Aluminerie de Becancour Inc.,T-bars,WARRANTABLE,,,NASAAC,,,,,,,,,,,,,
Canada,DESCHAMBAULT,DESCHN,Alcoa Corporation,T-bars,WARRANTABLE,,,NASAAC,,,,,,,,,,,,,
Canada,WABASH M,WAMNA,Real Alloy Canada Ltd.,"Ingots,Small sows",WARRANTABLE,,,NASAAC,,,,,,,,,,,,,
China,YECHIU TC,YETCNA,Ye Chiu Metal Recycling (China) Ltd.,Ingots,WARRANTABLE,,,NASAAC,,,,,,,,,,,,,
Finland,K,KNA,Kuusakoski Oy,Ingots,WARRANTABLE,,,NASAAC,,,,,,,,,,,,,
Germany,MW,MWNA,TRIMET Aluminium SE,Ingots,WARRANTABLE,,,NASAAC,,,,,,,,,,,,,
Germany,OE,OENA,Oetinger Aluminium NU GmbH,Ingots,WARRANTABLE,,,NASAAC,,,,,,,,,,,,,
Germany,VAWICCN,VAWICN,Real Alloy (Germany) GbmH,Ingots,WARRANTABLE,,,NASAAC,,,,,,,,,,,,,
Germany,VAW-IMCO E,VAENA,Real Alloy (Germany) GbmH,Ingots,WARRANTABLE,,,NASAAC,,,,,,,,,,,,,
Germany,VAW-IMCO Innwerk,VAWINA,Real Alloy (Germany) GbmH,Ingots,WARRANTABLE,,,NASAAC,,,,,,,,,,,,,
Indonesia,HP,HPNA,P.T. H.P. Metals Indonesia,Ingots,WARRANTABLE,,,NASAAC,,,,,,,,,,,,,
Italy,FECS,FECSNA,FECS Partecipazioni S.p.A.,Ingots,WARRANTABLE,,,NASAAC,,,,,,,,,,,,,
Italy,R.M.,RMNA,Raffmetal S.p.A.,Ingots,WARRANTABLE,,,NASAAC,,,,,,,,,,,,,
Italy,SACAL,SACANA,Sacal Societa Alluminio Carisio S.p.A.,Ingots,WARRANTABLE,,,NASAAC,,,,,,,,,,,,,
Italy,VM,VMNA,Intals S.p.A.,Ingots,WARRANTABLE,,Produced after 21/08/2013,NASAAC,,,,,,,,,,,,,
Malaysia,DIKM,DIKMNA,Daiki Aluminium Industry (Malaysia) Sdn. Bhd.,Ingots,NO NEW WARRANTS CAN BE ISSUED,,,NASAAC,,,,,,,,,,,,,
Malaysia,YE CHIU,YENA,Ye Chiu Metal Smelting Sdn. Bhd.,Ingots,WARRANTABLE,,,NASAAC,,,,,,,,,,,,,
Mexico,WABASH V,WAVNA,Real Alloy Mexico S. DE R.L. DE C.V.,Ingots,WARRANTABLE,,,NASAAC,,,,,,,,,,,,,
Nigeria,SUPER,SUPERN,Sun Metal Industries Ltd,Ingots,WARRANTABLE,,,NASAAC,,,,,,,,,,,,,
Russia,MK MBC,MKNA,"""Mordovvtorsiryo"" LLC",Ingots,NO NEW WARRANTS CAN BE ISSUED,,,NASAAC,,,,,,,,,,,,,
Russia,PTM,PTMNA,Permtsvetmet JSC,"Ingots,Large sows",NO NEW WARRANTS CAN BE ISSUED,,,NASAAC,,,,,,,,,,,,,
Russia,RUSAL B,RUSBNA,"Public Joint Stock Company ""RUSAL Bratsk Aluminium Smelter""","Ingots,T-bars",NO NEW WARRANTS CAN BE ISSUED,,,NASAAC,,,,,,,,,,,,,
Russia,S,SNA,"SEAL & Co., Ltd","Ingots,Large sows",NO NEW WARRANTS CAN BE ISSUED,,,NASAAC,,,,,,,,,,,,,
Spain,ALCASA,ALCNA,"Befesa Aluminio, S.L.",Ingots,WARRANTABLE,,,NASAAC,,,,,,,,,,,,,
Spain,ALUSIGMA,ALUSNA,Alusigma S.A.,Ingots,WARRANTABLE,,,NASAAC,,,,,,,,,,,,,
Spain,LA ESTRELLA,LAESNA,"Aluminio La Estrella, S.L.U.",Ingots,WARRANTABLE,,,NASAAC,,,,,,,,,,,,,
Spain,REFIAL,REFIAL,Refineria De Aluminio S.L,Ingots,WARRANTABLE,,,NASAAC,,,,,,,,,,,,,
Spain,REMETAL,REMNA,"Befesa Aluminio, S.L.",Ingots,WARRANTABLE,,,NASAAC,,,,,,,,,,,,,
Sweden,STENA A,STENA,Stena Aluminium AB,Ingots,WARRANTABLE,,,NASAAC,,,,,,,,,,,,,
Taiwan,CC,CCNA,"Charng Chyi Aluminum Co., Ltd.",Ingots,WARRANTABLE,,,NASAAC,,,,,,,,,,,,,
Taiwan,SBI,SBINA,Sigma Brothers Inc.,Ingots,WARRANTABLE,,,NASAAC,,,,,,,,,,,,,
UK,ALERIS SWA,ALSWA,Aleris Recycling (Swansea) Ltd.,Large sows,NO NEW WARRANTS CAN BE ISSUED,,,NASAAC,,,,,,,,,,,,,
UK,CAL,CALNA,Coleshill Aluminium Ltd,Ingots,WARRANTABLE,,,NASAAC,,,,,,,,,,,,,
UK,JBMI,JBMINA,JBM International Ltd,Ingots,WARRANTABLE,,,NASAAC,,,,,,,,,,,,,
UK,M,MNA,Mil-Ver Metal Co Ltd,Ingots,WARRANTABLE,,,NASAAC,,,,,,,,,,,,,
USA,A-1,A1,Imperial Aluminum LLC,"Ingots,Large sows,Small sows",WARRANTABLE,,,NASAAC,,,,,,,,,,,,,
USA,ALLIED METAL CO,ALMNA,Allied Metal Co ,"Ingots,Small sows",WARRANTABLE,,,NASAAC,,,,,,,,,,,,,
USA,AUDUBON,AUDUNA,Audubon Metals LLC,"Ingots,Large sows,Small sows",WARRANTABLE,,,NASAAC,,,,,,,,,,,,,
USA,BERMCO,BERMNA,Bermco Aluminum,"Ingots,Large sows,Small sows",WARRANTABLE,,,NASAAC,,,,,,,,,,,,,
USA,CASS,CASN,"Cass, Inc.",Ingots,WARRANTABLE,,,NASAAC,,,,,,,,,,,,,
USA,HV,HV,Huron Valley Steel Corporation,Ingots,WARRANTABLE,,,NASAAC,,,,,,,,,,,,,
USA,IMCO M,IMMNA,"Real Alloy Specification, LLC","Ingots,Large sows,Small sows",WARRANTABLE,,,NASAAC,,,,,,,,,,,,,
USA,IMCO M2,IMM2NA,"Real Alloy Specification, LLC","Ingots,Large sows,Small sows",WARRANTABLE,,,NASAAC,,,,,,,,,,,,,
USA,INTALCO,INTANA,Alcoa Corporation,"Ingots,T-bars",NO NEW WARRANTS CAN BE ISSUED,,,NASAAC,,,,,,,,,,,,,
USA,LMI,LMINA,"Custom Alloy Light Metals, Inc.",Ingots,WARRANTABLE,,,NASAAC,,,,,,,,,,,,,
USA,OHA,OHANA,Owl's Head Alloys Inc,"Ingots,Large sows",WARRANTABLE,,,NASAAC,,,,,,,,,,,,,
USA,SAC,SACNA,Spectro Alloys Corp.,"Ingots,Small sows",WARRANTABLE,,,NASAAC,,,,,,,,,,,,,
USA,SMI,SMINA,State Metal Industries Inc.,"Ingots,Small sows",WARRANTABLE,,,NASAAC,,,,,,,,,,,,,
USA,SUPERIOR,SUPENA,Superior Aluminum Alloys LLC,"Ingots,Small sows",WARRANTABLE,,,NASAAC,,,,,,,,,,,,,
USA,TIMCO,TIMNA,TST Inc.,"Ingots,Small sows",WARRANTABLE,,,NASAAC,,,,,,,,,,,,,
USA,WABASH W,WAWNA,"Real Alloy Specification, LLC","Ingots,Large sows,Small sows",WARRANTABLE,,,NASAAC,,,,,,,,,,,,,
USA,WE ALCOA,WENA,"Alcoa, Inc.",Large sows,NO NEW WARRANTS CAN BE ISSUED,,,NASAAC,,,,,,,,,,,,,
Intentionally blank,,,,,,,,NASAAC,,,,,,,,,,,,,
Australia,MINARA COBALT BRIQUETTES,MINACO,Minara Resources Pty Ltd,Briquettes,WARRANTABLE,,,Cobalt,,,,,,,,,,,,,
Brazil,TOCANTINS ALLOY GRADE 99.8%,TOC,Votorantim Metais S.A.,Cathodes (Broken),NO NEW WARRANTS CAN BE ISSUED,,,Cobalt,,,,,,,,,,,,,
Canada,VALE ELECTROLYTIC COBALT ROUNDS,VALECR,Vale Canada Limited,Rounds,WARRANTABLE,,,Cobalt,,,,,,,,,,,,,
China,CASH,CASH,"Yantai Cash Industrial Co., Ltd.",Cathodes (Cut),WARRANTABLE,,See Notice 17/241,Cobalt,,,,,,,,,,,,,
China,GOLDEN CAMEL 9995,GCAM95,"Jinchuan Group Co., Ltd.",Cathodes (Cut),WARRANTABLE,,,Cobalt,,,,,,,,,,,,,
China,HUAYOU,HUAYOU,"Quzhou Huayou Cobalt New Material Co., Ltd",Cathodes (Cut),WARRANTABLE,,Produced on or after 16 July 2019,Cobalt,,,,,,,,,,,,,
China,KLK 9995,KLK,GEM (Jiangsu) Cobalt Industry Co Ltd,Cathodes (Cut),WARRANTABLE,,,Cobalt,,,,,,,,,,,,,
Finland,FC COARSE COBALT POWDER S1 d200/1000,FCCOPO,Freeport Cobalt Oy,Coarse grain powder,NO NEW WARRANTS CAN BE ISSUED,,,Cobalt,,,,,,,,,,,,,
Finland ,UMICORE COBALT POWDER S1,UMICOB,Umicore Finland Oy,Coarse grain powder,WARRANTABLE,,,Cobalt,,,,,,,,,,,,,
Japan,SMM CO 99.8%,SMMCO,"Sumitomo Metal Mining Co., Ltd.",Cathodes (Cut),WARRANTABLE,,,Cobalt,,,,,,,,,,,,,
Madagascar,AMBATOVY COBALT BRIQUETTES,AMBCOB,"Dynatec Madagascar S.A. a ""société anonyme""",Briquettes,WARRANTABLE,,,Cobalt,,,,,,,,,,,,,
Morocco,CMBA,CMBA,CTT - Compagnie de Tifnout Tiranimine,Cathodes (Broken),WARRANTABLE,,Produced on or after 26 April 2011,Cobalt,,,,,,,,,,,,,
Russia,NORNICKEL,NORCOB,"JSC ""Kola GMK""",Cathodes (Cut),WARRANTABLE,,,Cobalt,,,,,,,,,,,,,
Uganda,KCCL,KCCL,Kasese Cobalt Company Limited,Cathodes (Broken),NO NEW WARRANTS CAN BE ISSUED,,,Cobalt,,,,,,,,,,,,,
Zambia,CMA,CMA,Chambishi Metals Plc,Cathodes (Broken),NO NEW WARRANTS CAN BE ISSUED,,,Cobalt,,,,,,,,,,,,,
Zambia,CMP,CMP,Chambishi Metals Plc,Cathodes (Broken),NO NEW WARRANTS CAN BE ISSUED,,,Cobalt,,,,,,,,,,,,,
Intentionally blank,,,,,,,,Cobalt,,,,,,,,,,,,,
